site,url,domain_of_jobs,jobs,position,experience,location,salary,qualification_1,qualification_2,qualification_3 
karir.com,/opportunities/1225876,Administrasi,Staff Administrasi,Pemula / Staf,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
",Semuanya,"Diploma, Sarjana/S1"
karir.com,/opportunities/1218546,Procurement,"HR MANAGER (Penempatan Cikande, Serang)","Manajer - Departemen, Manajer - Cabang/Regional, Manajer Senior",Setidaknya 5 tahun,Banten,Gaji Kompetitif,"
,
","Hukum, Psikologi","Diploma, Sarjana/S1, Master/S2, Doktor/S3"
karir.com,/opportunities/1225878,Manajemen Operasional,Manajer Koperasi,"Manajer - Departemen, Manajer - Cabang/Regional",Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"

,

,
,
",Semuanya,"Diploma, Sarjana/S1"
karir.com,/opportunities/1225880,Penjualan dan Pemasaran,TELEMARKETING YOGYAKARTA ,Pemula / Staf,Setidaknya 0 tahun,Yogyakarta,IDR 2.000.000 - 4.000.000,"

,
,

,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1225881,Operasi Perbankan,Branch Manager (Sorong),Manajer - Cabang/Regional,Setidaknya 8 tahun,Sorong,Gaji Kompetitif,,Administrasi Bisnis (Keuangan),Sarjana/S1
karir.com,/opportunities/1225674,Bagian Umum,Officer Housekeeping,Pemula / Staf,Setidaknya 1 tahun,Jakarta Utara,Gaji Kompetitif,"

,

,

,

,
,

,

,

,

,
",Semuanya,SLTA
karir.com,/opportunities/1216746,"TI, Programmer and others",Front End Developer,Pemula / Staf,Setidaknya 1 tahun,DKI-Jakarta,IDR 4.000.000 - 6.500.000,"

,

,

,

,

,
,
","Ilmu Komputer, Teknik Komputer, Teknik Informatika",Sarjana/S1
karir.com,/opportunities/1225830,"Teknik, Komputer and others",Mobile Developer,Pemula / Staf,Setidaknya 1 tahun,Batam,IDR 4.000.000 - 12.000.000,"

,
,
",Teknik Informatika,SLTA
karir.com,/opportunities/1225831,"Akuntansi, Keuangan and others",Staff Accounting,"Pemula / Staf, Staf Senior",Setidaknya 3 tahun,Jawa Timur,Gaji Kompetitif,"
,
,
,
",Akuntansi,Sarjana/S1
karir.com,/opportunities/1222600,Telemarketing and others,Education Consultant,Pemula / Staf,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,

,
","Bahasa Inggris, Bahasa Indonesia","Diploma, Sarjana/S1"
karir.com,/opportunities/1225844,"Akuntansi, Keuangan",Staff Funding Officer,Pemula / Staf,Setidaknya 1 tahun,DKI-Jakarta,IDR 3.960.000 - 6.000.000,"
,
,
,
,
,
",Semuanya,Diploma
karir.com,/opportunities/1225850,Penjualan dan Pemasaran,Sales Promotion Girl / Boy,"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1043196,Administrasi,Staff Marketing,Pemula / Staf,Setidaknya 1 tahun,Banten,Gaji Kompetitif,"
,
",Administrasi Bisnis (Manajemen),SLTA
karir.com,/opportunities/1225851,Penjualan dan Pemasaran,Staff Marketing,Pemula / Staf,Setidaknya 0 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
",Semuanya,Sarjana/S1
karir.com,/opportunities/1075041,Sumber Daya Manusia and others,HRD,"Staf Senior, Supervisor",Setidaknya 3 tahun,Apa saja,IDR 0 - 0,"

,
,

,
","Hukum, Psikologi",Sarjana/S1
karir.com,/opportunities/1225854,"Akuntansi, Keuangan and others",Staff  Accounting,Pemula / Staf,Setidaknya 2 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
",Akuntansi,"Diploma, Sarjana/S1"
karir.com,/opportunities/1225856,Penjualan dan Pemasaran,Sales Engineer,Pemula / Staf,Setidaknya 2 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
",Semuanya,"Diploma, Sarjana/S1"
karir.com,/opportunities/1225857,"TI, Web Developer",Senior Web Developer,Supervisor,Setidaknya 3 tahun,DKI-Jakarta,Gaji Kompetitif,,Teknik Informatika,Diploma
karir.com,/opportunities/1218205,"TI, Systems Engineer",Data Center Engineer,Staf Senior,Setidaknya 2 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
","Teknik Komputer, Teknik Informatika",Sarjana/S1
karir.com,/opportunities/1225826,Kolektor,FIELD COLLECTOR (MAGELANG),"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,Magelang,IDR 1.800.000 - 3.500.000,"
,
",Semuanya,"Diploma, Sarjana/S1"
karir.com,/opportunities/1225811,Penjualan dan Pemasaran,Marketing Credit Area Jember,"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,Jember,Gaji Kompetitif,"
,

,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1225812,Penjualan dan Pemasaran,Marketing Credit Area Manado,"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,Manado,Gaji Kompetitif,"
,

,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1225810,Penjualan dan Pemasaran,Marketing Credit Area Jambi,"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,Jambi,Gaji Kompetitif,"
,

,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1225814,Penjualan dan Pemasaran,Marketing Credit Area Jayapura,"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,Jayapura,Gaji Kompetitif,"
,

,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1225815,Penjualan dan Pemasaran,Marketing Credit Area Luwuk,"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,Sulawesi Selatan,Gaji Kompetitif,"
,

,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1225813,Penjualan dan Pemasaran,Marketing Credit Area Samarinda,"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,Samarinda,Gaji Kompetitif,"
,

,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1225816,Penjualan dan Pemasaran,Marketing Credit Area Banda Aceh,"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,Banda Aceh,Gaji Kompetitif,"
,

,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1225817,Penjualan dan Pemasaran,Marketing Credit Area Cibinong,"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,Bogor,Gaji Kompetitif,"
,

,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1225819,Penjualan dan Pemasaran,Marketing Credit Area Bekasi,"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,Bekasi,Gaji Kompetitif,"
,

,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1225818,Penjualan dan Pemasaran,Marketing Credit Area Pangkalpinang,Setidaknya 0 tahun,Setidaknya 0 tahun,Pangkalpinang,Gaji Kompetitif,"
,

,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1225820,Kolektor,FIELD COLLECTOR (KUDUS),"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,Kudus,IDR 2.100.000 - 3.500.000,"
,
",Semuanya,"Diploma, Sarjana/S1"
karir.com,/opportunities/1225825,Penjualan dan Pemasaran,SALES Area Tangerang,"Pemula / Staf, Staf Senior",Setidaknya 1 tahun,Tangerang,Gaji Kompetitif,"
,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1225824,Penjualan dan Pemasaran,SALES Area Denpasar,"Pemula / Staf, Staf Senior",Setidaknya 1 tahun,Denpasar,Gaji Kompetitif,"
,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1225827,Penjualan dan Pemasaran,SALES Area Jakarta,"Pemula / Staf, Staf Senior",Setidaknya 1 tahun,DKI-Jakarta,Gaji Kompetitif,"
,
",Semuanya,"SLTA, Diploma, Sarjana/S1"
karir.com,/opportunities/1224182,Perawat and others,Analis Lab,Pemula / Staf,Setidaknya 0 tahun,Jakarta Utara,IDR 2.300.000 - 3.000.000,"
,
","Kesehatan Masyarakat, Perawat","Diploma, Sarjana/S1"
karir.com,/opportunities/1224045,"Teknik, Sipil",Teknik Sipil,"Pemula / Staf, Staf Senior",Setidaknya 0 tahun,Jakarta Utara,Gaji Kompetitif,"
,

,
",Teknik Sipil,"Diploma, Sarjana/S1, Master/S2"
karir.com,/opportunities/1224081,Perawat,Perawat,Pemula / Staf,Setidaknya 0 tahun,Jakarta Timur,Gaji Kompetitif,"
,
",Perawat,"Diploma, Sarjana/S1"
karir.com,/opportunities/1224068,Perawat and others,Kesehatan Lingkungan,Pemula / Staf,Setidaknya 0 tahun,Jakarta Utara,Gaji Kompetitif,"
,
",Kesehatan Masyarakat,"Diploma, Sarjana/S1"
karir.com,/opportunities/1224019,Dokter Umum and others,Dokter Hemodialisa,Tidak Disebutkan,Setidaknya 1 tahun,Jakarta Timur,Gaji Kompetitif,"
,
",Kedokteran Umum,Sarjana/S1
karir.com,/opportunities/1223933,Dokter Umum and others,Wakil Direktur,"Manajer Senior, General Manager, Wakil Presiden, Direktur",Setidaknya 1 tahun,Karawang,IDR 8.000.000 - 10.000.000,"
,
","Kedokteran Umum, Manajemen","Sarjana/S1, Master/S2"
karir.com,/opportunities/1222664,Pengembangan Bisnis,Business Analyst Manager,Manajer - Departemen,Setidaknya 5 tahun,Jakarta Utara,Gaji Kompetitif,"<section class=""b-matte__content""><p><strong>Requirements :</strong></p>

<ul>
	<li>Male/ female 35-40 years old</li>
	<li>At least bachelor degree from all major (prefer from Business Management/ Accounting)</li>
	<li>Possess 3 years working experience as Business Analyst Manager /  Business Development Manager</li>
	<li>Mastering feasibility studies</li>
	<li>Having experiences in Property Developer / Building Management / Property Management Consultant </li>
	<li>Working location : Pantai Indah Kapuk, North Jakarta</li>
</ul>
</section>,<section class=""b-matte__content""><p><strong>Responsibilities :</strong></p>

<ul>
	<li>Perform feasibility study, including research and analysis regarding internal and external environment.</li>
	<li>Conduct benchmarking of products against industry</li>
	<li>Developing business model for new business by partnership and JV</li>
	<li>Propose the possibility of new growth opportunities and partnership either by leveraging existing asset or by un-organic growth (new subsidiary establishment or other company acquisition or SBU restructuring)</li>
	<li>Elaborating partnership with other parties to develop business</li>
	<li>Monitor financial/business reports</li>
	<li>Conduct business analysis and projections</li>
	<li>Conduct risk analysis (financial and operational)</li>
	<li>Perform coordination with business units in the process of implementing business plan</li>
	<li>Monitor and evaluate business plan implementation</li>
</ul>

<p> </p>

<ul>
</ul>
</section>,<section class=""b-matte__content""><section class=""company-profile""><header><div class=""left company-profile--name""><a href=""/companies/19037"" target=""_blank"">Agung Sedayu Group</a></div><div class=""right company-profile--link""><a href=""http://agungsedayu.com"" target=""_blank"">http://www.agungsedayu.com</a></div></header></section><div class=""b-markdown""><p>Agung Sedayu Group is Indonesias well known property developer, with premier retail, commercial and residential properties in its portfolio. With experience over 25 years in its industry, Agung Sedayu Group keep on developing the best properties in strategic locations with great investment value for the customers.<br>
With its Mission to developed qualified property product with efficiency and punctuality, Agung Sedayu Group is consistent with its goal in becoming the most trusted property developer and the market leader in Indonesia. Prioritizing the satisfaction of its customer with a touch of innovation and professionalism</p>
</div></section>,<section class=""b-matte__content""><div class=""b-opportunity-show__otherjob gray-bg""><a href=""/opportunities/1225628""><header>Land Acquisition Assistant Manager</header></a><div class=""content""><span class=""icn-periode icn-periode--black"">19 Maret 2019</span><span class=""icn-location icn-location--black"">Tangerang</span><span class=""salary"" style="""">IDR 8.000.000 - 13.000.000</span><span class=""icn-experience icn-experience--black"">Setidaknya 5 tahun</span></div></div></section>,<section class=""b-matte__content""><div class=""b-opportunity-show__otherjob""><a href=""/opportunities/1216327""><header>Sales Administration Officer (Jakarta Selatan)</header></a><div class=""content""><span class=""icn-periode icn-periode--black"">25 Maret 2019</span><span class=""icn-location icn-location--black"">Jakarta Selatan</span><span class=""salary"" style="""">IDR 3.648.035 - 4.200.000</span><span class=""icn-experience icn-experience--black"">Setidaknya 1 tahun</span></div></div></section>,<section class=""b-matte__content""><div class=""b-opportunity-show__otherjob gray-bg""><a href=""/opportunities/1222664""><header>Business Analyst Manager</header></a><div class=""content""><span class=""icn-periode icn-periode--black"">25 Maret 2019</span><span class=""icn-location icn-location--black"">Jakarta Utara</span><span class=""salary"" style="""">Gaji Kompetitif</span><span class=""icn-experience icn-experience--black"">Setidaknya 5 tahun</span></div></div></section>,<section class=""b-matte__content""><div class=""b-opportunity-show__otherjob""><a href=""/opportunities/1217648""><header>Marketing Property (Jakarta Barat)</header></a><div class=""content""><span class=""icn-periode icn-periode--black"">25 Maret 2019</span><span class=""icn-location icn-location--black"">Jakarta Barat</span><span class=""salary"" style="""">IDR 3.100.000 - 7.000.000</span><span class=""icn-experience icn-experience--black"">Setidaknya 1 tahun</span></div></div></section>,<section class=""b-matte__content""><div class=""b-opportunity-show__otherjob gray-bg""><a href=""/opportunities/1216323""><header>Receptionist (Jakarta Utara)</header></a><div class=""content""><span class=""icn-periode icn-periode--black"">25 Maret 2019</span><span class=""icn-location icn-location--black"">Jakarta Utara</span><span class=""salary"" style="""">IDR 3.648.035 - 3.940.973</span><span class=""icn-experience icn-experience--black"">Setidaknya 1 tahun</span></div></div></section>",Semuanya,"Sarjana/S1, Master/S2"
karir.com,/opportunities/1081922,Manufaktur dan Produksi,MANUFACTURE MANAGER,Manajer - Departemen,Setidaknya 5 tahun,Bogor,Gaji Kompetitif,"<section class=""b-matte__content""><p><strong>Requirement</strong></p>

<ul>
	<li>Candidate must possess at least Bachelor's Degree in Engineering (Industrial) or equivalent.</li>
	<li>At least 5 Year(s) of working experience in manufacturing as Manager.</li>
	<li>Required Skill(s): Manufacturing Management, Production Control, Procurement, Inventory Control.</li>
	<li>Preferably Manager/Assistant Manager specialized in Manufacturing/Production Operations or equivalent.</li>
	<li>Have Knowledge about Panel or Steel Industrial</li>
	<li>Age Min. 35 Years Old</li>
</ul>
</section>,<section class=""b-matte__content""><p><strong>Tugas &amp; Tanggung Jawab :</strong></p>

<p> </p>

<p><strong>Prosedural</strong></p>

<ol>
	<li>Memeriksa dan memastikan Standar Operasional Prosedur dijalankan sesuai dengan ketentuan yang telah ditetapkan di setiap unit kerja.</li>
	<li>Memastikan Spv, staff dan operator yang berada dibawahnya menerapkan peraturan perusahaan.</li>
	<li>Menjalankan Misi Perusahaan.</li>
</ol>

<p><strong>Perencanaan</strong></p>

<ol>
	<li>Memeriksa kelengkapan dokumen berdasarkan Job Order.</li>
	<li>Memeriksa kesesuaian gambar kerja, run sheet, dan lain-lain sebelum dilakukan proses produksi.</li>
	<li>Menghitung keperluan material berdasarkan Job Order.</li>
	<li>Berkoordinas dengan PPIC mengenai stocklist material.</li>
	<li>Membuat rencana pembelian material.</li>
	<li>Membuat rencana produksi berdasarkan Job Order dan berkoordinasi dengan bagian PPIC untuk pengaturan jadwal kerja departmentnya.</li>
	<li>Pelaksanaan</li>
	<li>Memastikan Job Order sudah sesuai dan disetujui untuk memulai proses produksi.</li>
	<li>Memastikan terpenuhinya kebutuhan material.</li>
	<li>Memastikan kondisi mesin produksi dalam keadaan baik.</li>
	<li>Memastikan Run Sheet sudah dipahami oleh operator.</li>
	<li>Melakukan pemantauan proses produksi dan memastikan hasil produksi telah sesuai dengan standard mutu produk yang seharusnya.</li>
	<li>Mengatur penempatan hasil produksi.</li>
	<li>Melakukan fungsi kontrol atas produksi terkait dengan SDM, kebutuhan material, pelaksanaan produksi, hingga pengiriman barang sesuai dengan jadwal kerja yang ada.</li>
</ol>

<p><strong>Laporan</strong></p>

<ol>
	<li>Membuat laporan penggunaan bahan baku, hasil produksi, dan melaporkan kepada atasannya secara berkala.</li>
	<li>Membuat laporan atas setiap kerusakan mesin ke bagian Maintenance Electrical untuk segera ditindaklanjuti.</li>
</ol>

<p><strong>Pengiriman</strong></p>

<ol>
	<li>Memastikan barang/hasil produksi yang dikirim sesuai dengan Run Sheet.</li>
	<li>Melaporkan kebutuhan alat transportasi ke OTBM minimal 1 hari sebelumnya.</li>
	<li>Memonitoring proses loading material untuk pengiriman ke site.</li>
</ol>

<p><strong>Evaluasi</strong></p>

<ol>
	<li>Melakukan evaluasi untuk mencari penyebab produksi yang tidak sesuai</li>
	<li>Melakukan penanganan untuk hasil produksi yang menjadi limbah dan berusaha mengurangi limbah produksi akibat dari hasil produksi yang rusak/tidak sesuai standard.</li>
	<li>Melakukan evaluasi rutin kinerja tenaga kerja yang digunakan.</li>
</ol>
</section>,<section class=""b-matte__content""><section class=""company-profile""><header><div class=""left company-profile--name""><a href=""/companies/21262"" target=""_blank"">PT Bondor Indonesia</a></div><div class=""right company-profile--link""><a href=""http://www.bondor.co.id"" target=""_blank"">www.bondor.co.id</a></div></header></section><div class=""b-markdown""><p>PT. BONDOR INDONESIA , established in 1999, is the biggest and a leader of insulated panel manufacturer in Indonesia.  located in an industrial estate in Sentul, Bogor, which is built with modern manufacturing facilities.<br>
Our company manufactures insulated panel systems that produce quality products locally and internationally, including the production and installation of panels for cold storage, clean room, Transportable building,and so on.<br>
Bondor™ Insulated Panel Systems have been supplied to various projects around the globe for over 30 years. In Indonesia, Bondor Insulated Panel Systems has been installed at thousands of projects since 1995, with high customer </p>

<p>Production &amp; Facilities <br>
1. Continuous Line 1 : Expanded Polystyrene (EPS) <br>
Capacity : 650.000 m2/year <br>
2. Continuous Line 2 : Mineral Wool <br>
Capacity : 200.000 m2/year <br>
3. Continuous Line 3 : Polyisocyanurate (PIR) <br>
Capacity : 600.000 m2/year </p>

<p>Clients Portofolio <br>
Pharmaceutical, Hospital, Food Processing Plant, Mining, Power Plant, Hotel, Café, <br>
Restaurant, Food Processing Facilities, Residential Developer. </p>

<p>Customer List <br>
Kimia Farma, Combiphar, Sanbe Farma, Bayer, Boehringer. Rohto, Merck, Garuda Food, <br>
Raja Top Food, Rich's, Mayora, Sukanda Jaya, Unilever, Megmilk, Frisian Flag, Ceres, <br>
Holland Bakery, Hoka Hoka Bento, Indofood, Leighton Contractor, Tata Mulia, Adhi Karya, <br>
Total Bangun Persada, PP-Taisei, Taikisha, Kajima, Taiyo Sinar, Takenaka, and many more.</p>

<p>Certifications <br>
1 Hak Atas Kekayaan Intelektual (HAKI) I Intellectual Property Rights for Slip Joint System <br>
Approved by Ministry of Law in Indonesia. <br>
2. ISO 9001 :2008 Quality Management System. <br>
3. Test Report &amp; Certification by Sucofindo Indonesia for EPS, PI-I, and PIR.  Antibacterial Testing Performance, tested by Badan Pengkajian Penerapan Teknologi <br>
4. (BPPT) Indonesia. <br>
5. Certificate Of Anti Bacterial for skin sheet metal by MICROBAN Japan. <br>
6. Resistance to corrosion, acid, solvents, fire, humidity, etc. for Colorbond Sheet Metal Tested by Bluescope Indonesia. </p>
</div></section>,<section class=""b-matte__content""><div class=""b-opportunity-show__otherjob gray-bg""><a href=""/opportunities/1074415""><header>HRD &amp; GA STAFF</header></a><div class=""content""><span class=""icn-periode icn-periode--black"">26 Maret 2019</span><span class=""icn-location icn-location--black"">Bogor</span><span class=""salary"" style="""">Gaji Kompetitif</span><span class=""icn-experience icn-experience--black"">Setidaknya 3 tahun</span></div></div></section>,<section class=""b-matte__content""><div class=""b-opportunity-show__otherjob""><a href=""/opportunities/1217915""><header>FINANCE SUPERVISOR</header></a><div class=""content""><span class=""icn-periode icn-periode--black"">25 Maret 2019</span><span class=""icn-location icn-location--black"">Bogor</span><span class=""salary"" style="""">IDR 6.000.000 - 7.000.000</span><span class=""icn-experience icn-experience--black"">Setidaknya 5 tahun</span></div></div></section>,<section class=""b-matte__content""><div class=""b-opportunity-show__otherjob gray-bg""><a href=""/opportunities/1217916""><header>FINANCE SUPERVISOR</header></a><div class=""content""><span class=""icn-periode icn-periode--black"">14 Maret 2019</span><span class=""icn-location icn-location--black"">Bogor</span><span class=""salary"" style="""">IDR 6.000.000 - 7.000.000</span><span class=""icn-experience icn-experience--black"">Setidaknya 5 tahun</span></div></div></section>,<section class=""b-matte__content""><div class=""b-opportunity-show__otherjob""><a href=""/opportunities/1220499""><header>Estimator Engineering Staff</header></a><div class=""content""><span class=""icn-periode icn-periode--black"">14 Maret 2019</span><span class=""icn-location icn-location--black"">Bogor</span><span class=""salary"" style="""">IDR 5.000.000 - 6.000.000</span><span class=""icn-experience icn-experience--black"">Setidaknya 2 tahun</span></div></div></section>,<section class=""b-matte__content""><div class=""b-opportunity-show__otherjob gray-bg""><a href=""/opportunities/1041286""><header>Maintenance Electrical Engineer Supervisor</header></a><div class=""content""><span class=""icn-periode icn-periode--black"">14 Maret 2019</span><span class=""icn-location icn-location--black"">Bogor</span><span class=""salary"" style="""">Gaji Kompetitif</span><span class=""icn-experience icn-experience--black"">Setidaknya 4 tahun</span></div></div></section>","Teknik Elektro, Teknik Industri, Teknik Mesin",Sarjana/S1
